City,Latitude,Longitude
Creedmoor,30.0899368,-97.7338917
Creola,30.8918509,-88.0397213
Crescent                                ,41.3650699,-95.858422
Cresco,43.3736148,-92.1161444
Crest Hill,41.554753,-88.0986709
Creston,41.0585878,-94.361397
Creston                                 ,41.0585878,-94.361397
Crete,35.3084952,24.463342318423
Crivitz,53.5781613,11.6470654
Crook,44.1460291,-120.3839476
Cross Junction,39.3203785,-78.2933382
Cross Plains,43.1116968,-89.6452197
Crossville,35.949684,-85.0274835
Crowell,33.9872886,-99.7225904
Crowley                                 ,38.3394806,-103.8263042
Croydon                                 ,51.3713049,-0.101957
Crump                                   ,35.2217482,-88.3180946
Crystal Lake,42.2411344,-88.3161965
Cuba,23.0131338,-80.8328748
Cuero,29.0938036,-97.2900564
Cullman,34.1335332,-86.8779268
Culpeper,38.4912207,-77.9618216
Cumberland,40.1541581,-77.2803933
Cumberland City,36.3933859,-87.6364056
Cunningham,37.6439067,-98.4311883
Curtis Bay,39.2252188,-76.5900312
Curtiss,44.9537591,-90.4342385
Cusseta,32.3054268,-84.7727027
Cut Off,29.513768,-90.3239092311321
Cuthbert,31.7712748,-84.7893658
DUNDAS,44.4294359,-93.2020856
Dacula,33.9887165,-83.8979573
Dade City,28.3647248,-82.1959178
Daingerfield,33.0318031,-94.7219895
Dakota,44.666655,-93.044911
Daleville,31.3101719,-85.7129908
Dalhart,36.060408,-102.5180763
Dallas,32.7762719,-96.7968559
Dallas                                  ,32.7762719,-96.7968559
Dalton,34.7691867,-84.9702475
Dalton                                  ,34.7691867,-84.9702475
Danbury,41.394817,-73.4540111
Dandridge,36.0153693,-83.4148895
Dansville,42.5611258,-77.6961817
Danville,40.125222,-87.6304614
Darien,41.0787079,-73.4692873
Darien                                  ,41.0787079,-73.4692873
Darlington,54.5242081,-1.5555812
Dartmouth,50.3514839,-3.583844
Davenport,41.5235808,-90.5770967
Davenport                               ,41.5235808,-90.5770967
Davidson,35.7902384,-80.2115053
Davis,40.7474784,-92.3965311
Davis                                   ,40.7474784,-92.3965311
Dawson,32.7410762,-101.9576048
Dawson Creek,55.7605306,-120.2364453
Dawsonville                             ,34.4212053,-84.1190804
Dayton,39.7589478,-84.1916069
Dayton                                  ,39.7589478,-84.1916069
De Beque,39.3347752,-108.215286
De Forest,47.4599283,-92.5793506
De Leon,32.1104362,-98.5371496
De Pere,44.4493584,-88.0599986
De Soto,32.0195388,-93.7488946
De Soto                                 ,32.0195388,-93.7488946
De Witt,41.8236361,-90.5382696
Dearborn,42.3222599,-83.1763145
Dearborn                                ,42.3222599,-83.1763145
Decatur,39.8454163,-88.9524151
Decatur                                 ,39.8454163,-88.9524151
Decorah,43.3041609,-91.7859098
Deer Lodge                              ,46.0753795,-113.089332
Deerfield,42.1711365,-87.8445119
Defuniak Springs,30.7210227,-86.1152184
Dekalb,41.8903447,-88.7713953
Del Rio,29.357515,-100.8987707
Delano,35.7688425,-119.247053
Delaware,38.6920451,-75.4013315
Delcambre,29.948261,-91.9887328
Delco,39.9194117,-75.4001639
Delhi,28.6273928,77.1716954
Delhi                                   ,28.6273928,77.1716954
Delphos,40.6636026,-94.3394015
Delta,33.3926893,-95.6749486
Delta                                   ,33.3926893,-95.6749486
Deming,32.2627416,-107.7581979
Demopolis,32.5178284,-87.8368201
Demotte,41.1950369,-87.1986403
Denham Springs,30.4868564,-90.9562125
Denham Springs                          ,30.4868564,-90.9562125
Denison,33.7556593,-96.536658
Denmark,55.670249,10.3333283
Denton,33.1838787,-97.1413417
Denton                                  ,33.1838787,-97.1413417
Denver,39.7392364,-104.984862
Denver City,32.9679571,-102.8293851
Derby,52.9212617,-1.4761491
Des Moines,41.5868654,-93.6249494
Des Plaines,42.0415823,-87.8873916
Detroit,42.3315509,-83.0466403
Detroit                                 ,42.3315509,-83.0466403
Detroit Lakes,46.817181,-95.845325
Devils Lake,48.112779,-98.86512
Devils Lake                             ,48.112779,-98.86512
Devine,29.1399633,-98.905306
Dewey,35.9795036,-98.9816579
Dewey                                   ,35.9795036,-98.9816579
Dewitt,29.0931328,-97.3158457
Dexter,41.5165588,-94.2282377
Dexter                                  ,41.5165588,-94.2282377
Diamond,41.2886428,-88.2517287
Diboll,31.1871319,-94.7810412
Diboll                                  ,31.1871319,-94.7810412
Dickinson,38.8790615,-97.1893341
Dickson,36.1459327,-87.3480592
Dickson                                 ,36.1459327,-87.3480592
Dilley,28.6695971,-99.1672017
Dilley                                  ,28.6695971,-99.1672017
Dillon,34.4014089,-79.3864339
Disputanta,37.1243164,-77.2258062
Divernon,39.5656082,-89.6573192
Dixon,41.8425197,-89.4814291
Dodge City,37.7527982,-100.0170787
Dodgeville,42.9600059,-90.1304461
Donalsonville,31.0404625,-84.8790911
Donegal,54.6537924,-8.1102616
Doniphan,39.7831556,-95.1776492
Donna,26.1702082,-98.0522376
Doswell,37.8601402,-77.4641492
Dothan,31.2237285,-85.3934375
Dothan                                  ,31.2237285,-85.3934375
Douglas,39.7628415,-88.2170516
Douglas                                 ,39.7628415,-88.2170516
Douglass,37.5194642,-97.0128147
Douglassville,40.2578714,-75.7263008
Dover,51.1251275,1.3134228
Dover Foxcroft,45.183489,-69.2276
Downey,33.9404441,-118.1292846
Downs,40.39698,-88.8706291
Dows,42.6563906,-93.5009286
Draper,40.5247777,-111.8627989
Drayton,48.5711277,-97.1780148
Drewryville,36.7157055,-77.3063603
Dripping Springs                        ,30.1902067,-98.0866781
Drumright,35.9884013,-96.6011294
Drums,41.018139,-75.9949252
Drums                                   ,41.018139,-75.9949252
Dryden                                  ,49.785698,-92.835846
Du Bois,38.2219647,-89.2144598
Dublin,53.3493795,-6.2605593
Dublin                                  ,53.3493795,-6.2605593
Dubois                                  ,38.3644324,-86.8870278
Dubuque,42.5006243,-90.6647985
Dubuque                                 ,42.5006243,-90.6647985
Dudley                                  ,52.5110832,-2.0816813
Duffield,52.9861026,-1.4888648
Dugald                                  ,49.8857175,-96.8428231
Duluth,46.7729322,-92.1251218
Dumas,35.8630199,-101.9663192
Dumont,-21.2391417,-47.9747665
Duncan,48.7786872,-123.7080446
Duncannon,40.3931433,-77.0325751
Duncansville,40.4234058,-78.433903
Duncombe,42.4705006,-93.993355
Dundalk                                 ,54.0046033,-6.4008879
Dundee,56.4605938,-2.97019
Dunn,44.9333564,-91.8994409
Dunseith,48.813057,-100.060968
Durand,42.4358914,-89.3319502
Durango,24.833333,-104.833333
Durant,41.5997498,-90.9107038
Durham,54.666667,-1.75
Duson,30.2378751,-92.1801925
Dwight,41.0944767,-88.4250597
Dyer,36.0543272,-89.4208221
Dyersburg,36.0346393,-89.3857496
Eads,38.4805615,-102.781862
Eagle,39.6161124,-106.7172844
Eagle Pass,28.7083999,-100.503941
Eagleville,40.4691664,-93.9871736
Earle,35.2707245,-90.4656194
Early,31.3454341,-84.9282058
East Berlin,39.937597,-76.9785892
East Bernstadt                          ,37.1918255,-84.1237549974517
East Brunswick,40.4278841,-74.415984
East Dublin,32.5482221,-82.8718084
East Dublin                             ,32.5482221,-82.8718084
East Earl,40.1100978,-76.0327246
East Freedom                            ,40.3575744,-78.4297365
East Granby,41.9412081,-72.7273158
East Lyme,41.3569909,-72.2258709
East Rutherford                         ,40.833989,-74.0970865
East Saint Louis,38.6268666,-90.159707
East Saint Louis                        ,38.6268666,-90.159707
East Syracuse,43.0653446,-76.0785332
East Troy,42.7851871,-88.4054374
East Windsor,41.9156316,-72.6130726
Eastaboga                               ,33.6059367,-86.0213587
Eastland                                ,32.2978594,-98.8630896
Eaton,42.5935964,-84.8443666
Eatonton,33.3267128,-83.388485
Eatonton                                ,33.3267128,-83.388485
Eau Claire,44.811349,-91.4984941
Eau Claire                              ,44.811349,-91.4984941
Ebensburg                               ,40.4852783,-78.7248434
Ecru                                    ,34.3531595,-89.0231192
Eddyville,41.1561503,-92.6381659
Eden,36.4884715,-79.7667026
Eden                                    ,36.4884715,-79.7667026
Edenton,36.057938,-76.6077213
Edgar,39.6714952,-87.7340364
Edgerton,43.872468,-96.128637
Edgewood,42.6444914,-91.4011118
Edinburg,55.9533456,-3.1883749
Edinburgh,55.9533456,-3.1883749
Edison,40.518157,-74.4113926
Edmond,35.6571367,-97.4649038
Edmonton,53.5462055,-113.491241
Edmonton                                ,53.5462055,-113.491241
Edon,45.4884707,0.3535991
Edon                                    ,45.4884707,0.3535991
Edson,53.5858662,-116.442847
Edwards,29.9116617,-100.3457636
Effingham,39.0520902,-88.6029006
Effingham                               ,39.0520902,-88.6029006
Egan,43.999138,-96.648937
Egan                                    ,43.999138,-96.648937
Ehrenberg,50.4821686,10.6576954
Eighty Four,40.1827171,-80.1331455
El Centro,32.792,-115.563051
El Centro                               ,32.792,-115.563051
El Dorado,38.7574137,-120.5276129
El Paso,31.7601164,-106.4870404
El Reno,35.532198,-97.9550578
Elberton,34.1112226,-82.8670839
Eldon,40.918054,-92.221951
Electra,34.0320855,-98.9163686
Elgin,42.03726,-88.2810994
Elgin                                   ,42.03726,-88.2810994
Elizabeth,40.6639916,-74.2107006
Elizabeth                               ,40.6639916,-74.2107006
Elizabeth City                          ,36.3010192,-76.2203699
Elizabethport,40.6501031,-74.1870888
Elizabethtown,37.693952,-85.8591285
Elk City,37.2892269,-95.9116515
Elk City                                ,37.2892269,-95.9116515
Elk Grove Village,42.0087978,-87.9414608
Elk Point,42.6860746,-96.6827096
Elk River,45.3038538,-93.5671825
Elkhart,41.6012796,-85.8590603
Elkhart                                 ,41.6012796,-85.8590603
Elkhorn,42.6719206,-88.543494
Elkin,47.311874,40.495983
Elkins                                  ,38.925927,-79.8466552
Elko,41.1958128,-115.3272864
Elkridge,39.19386315,-76.7420902571536
Elkton,39.6065073,-75.8330934
Ellabell,32.1235368,-81.4856673
Ellenboro                               ,39.2645232,-81.0562217
Ellendale                               ,46.00275,-98.527046
Ellensburg,46.9970635,-120.545122
Ellensburg                              ,46.9970635,-120.545122
Ellenton,27.5262425,-82.5214627929509
Ellenwood,38.5217881,-76.9413613
Ellis,32.3347829,-96.7920233
Elliston,48.6286783,-53.0335803
Ellisville,38.5946373,-90.584838
Ellisville                              ,38.5946373,-90.584838
Ellsinore,36.9342189,-90.7467876
Ellsworth,38.6942009,-98.2149289
Elm Creek,40.7174179,-99.3732957
Elmendorf                               ,29.2560731,-98.3327903
Elmira,42.0897965,-76.8077338
Eloy,32.7551703,-111.553493
Elverson,40.1567641,-75.8327088
Elwood,40.8453761,-73.3351179
Ely,52.3990199,0.262039
Elyria,41.3673191,-82.1073583
Emerson,41.017241,-95.40214
Emlenton,41.1806616,-79.7096141
Emmetsburg                              ,43.1108076,-94.6781897
Emmitsburg,39.7045417,-77.3269307
Emporia,38.4040054,-96.181623
Emporia                                 ,38.4040054,-96.181623
Encinal,28.0406329,-99.3552096
Endeavor,43.7158123,-89.4662326
Enfield                                 ,41.9789387,-72.5755109
Enid,36.3967623,-97.8791341
Ennis,52.8435152,-8.983747
Enoree,34.6565154,-81.9650977
Enterprise,31.3151708,-85.8552161
Enterprise                              ,31.3151708,-85.8552161
Eolia,39.2358794,-91.0081918
Epping,49.1129518,7.3162243
Erick,35.212709,-99.8690567
Erie,42.1294712,-80.0852695
Erskine,47.6669831,-96.0099602
Escanaba,45.7455707,-87.0647434
Estherville,43.4026638,-94.8363599
Etna,37.7510251,14.9940321
Etobicoke,43.6435559,-79.5656326
Etters,51.2347401,-105.299375
Eufaula,31.8912717,-85.1454876
Eunice,30.4943669,-92.4176324
Eunice                                  ,30.4943669,-92.4176324
Eutaw,32.8406848,-87.8875144
Evans,32.1613648,-81.8980725
Evansdale,42.4771838,-92.288411
Evanston,42.0470043,-87.6846053
Evansville,37.970495,-87.5715641
Evansville                              ,37.970495,-87.5715641
Everett                                 ,47.9793437,-122.2127011
Evergreen,31.4334994,-86.9569176
Evergreen                               ,31.4334994,-86.9569176
Eyota,43.9887507,-92.2292396
Fabens,31.5044312,-106.1508395
Fackler,34.7925827,-85.9099775
Fair Grove,37.3839335,-93.1512961
Fair Grove                              ,37.3839335,-93.1512961
Fair Haven,40.3606653,-74.0381947
Fair Haven                              ,40.3606653,-74.0381947
Fair Play,37.6300394,-93.5732585
Fairborn,39.8208998,-84.0193858
Fairburn                                ,33.5670562,-84.5810418
Fairfax,38.8462236,-77.3063733
Fairfield,39.7886111,-82.6418883
Fairless Hills,40.1795537,-74.8551644
Fairmont,39.4850848,-80.1425781
Fairview,40.6333724,-90.1637318
Fairview                                ,40.6333724,-90.1637318
Falfurrias,27.2247328,-98.1462397
Falkville,34.3684295,-86.908616
Fall River,41.7010642,-71.1546367
Falling Waters                          ,39.5592639,-77.8908301
Fallon,47.5075937,6.4807726
Falls City,28.9814704,-98.0183225
Falls Creek,41.1414445,-78.8057470747068
Fancy Gap,36.6729305,-80.6929060274702
Fargo,46.877229,-96.789821
Fargo                                   ,46.877229,-96.789821
Faribault,43.6647961,-93.9510501
Farina,38.8218215,-88.7841179508407
Farmer City,40.2433676,-88.6425668
Farmer City                             ,40.2433676,-88.6425668
Farmersville                            ,33.1632162,-96.3603548
Farmerville,32.7747312,-92.4046686
Farmington,44.6402434,-93.1435497
Farmville,37.3024713,-78.3923813
Faucett                                 ,39.6006007,-94.801019
Fayetteville,36.0625843,-94.1574328
Fayetteville                            ,36.0625843,-94.1574328
Feasterville Trevose                    ,40.1484058,-74.9934733
Federal Way,47.313494,-122.33931
Felton,47.0785258,-96.5063642
Fennimore                               ,42.9836218,-90.6555931
Fenton,38.5131989,-90.4400578
Fergus Falls,46.283015,-96.077558
Ferndale,42.4605917,-83.1346478
Fernley,39.6075249,-119.2508406
Ferrisburgh,44.2057119,-73.2462973
Fessenden                               ,47.649168,-99.629289
Fillmore,43.6466588,-92.0636359
Findlay,41.0413873,-83.6503982
Findlay                                 ,41.0413873,-83.6503982
Flagstaff,35.1987522,-111.651822
Flagstaff                               ,35.1987522,-111.651822
Flat Rock,42.0964314,-83.2918744
Flatonia,29.6868046,-97.1071039
Flatonia                                ,29.6868046,-97.1071039
Fleetwood,53.92195855,-3.0327285770885
Flemington                              ,40.5130953,-74.8591333
Flint,43.0161693,-83.6900211
Flora,43.184,2.48911
Flora Vista,36.7987276,-108.077109434906
Florence,43.7697955,11.2556404
Floresville,29.1335781,-98.1561192
Flowood,32.3092861,-90.1386811
Floyd,34.0266015,-101.2765537
Foley,45.663512,-93.9137277
Folkston,30.8305818,-82.0097846
Fond Du Lac,43.7533414,-88.4493796
Forest                                  ,41.5329762,-79.2640912
Forest City,43.2626747,-93.6376741
Forest Lake,45.279106,-92.9851629
Forest Park,41.8794989,-87.8136997
Foristell,38.816704,-90.9617644384268
Forrest City,35.0081474,-90.7898342
Forsyth,36.1476399,-80.2415712
Fort Ann,43.414276,-73.487892
Fort Atkinson,43.1433382,-91.9326637
Fort Bridger,41.3167955,-110.392485160656
Fort Collins,40.5871782,-105.0770113
Fort Dodge,42.5044017,-94.1910044
Fort Edward,43.267206,-73.584709
Fort Erie,42.91308,-78.918611
Fort Hall                               ,43.0150153,-112.446686730838
Fort Lauderdale,26.1223084,-80.1433786
Fort Lauderdale                         ,26.1223084,-80.1433786
Fort Madison,40.6311415,-91.3084007
Fort Mcmurray                           ,56.7291997,-111.3885221
Fort Mill,35.0073697,-80.9450759
Fort Morgan                             ,40.2502582,-103.799951
Fort Myers,26.640628,-81.8723084
Fort Myers                              ,26.640628,-81.8723084
Fort Nelson                             ,58.8062066,-122.6942704
Fort Payne,34.4442547,-85.7196893
Fort Pierce,27.4467056,-80.3256056
Fort Pierre,44.35352,-100.373824
Fort Saskatchewan                       ,53.7128571,-113.214894
Fort Scott,37.8399791,-94.7082882
Fort Smith,35.3880338,-94.4265011
Fort St John,56.2524039,-120.846943
Fort Stockton,30.891901,-102.883662
Fort Stockton                           ,30.891901,-102.883662
Fort Valley,32.5537585,-83.8874084
Fort Wayne,41.0799898,-85.1386015
Fort Wayne                              ,41.0799898,-85.1386015
Fort Worth,32.753177,-97.3327459
Fortson                                 ,48.2684411,-121.7273533
Fountain,40.125252,-87.2497418
Fountain Inn,34.6925263,-82.1987922
Fowler,36.6305058,-119.678469
Fowlerville,42.6605894,-84.0730142
Fox Lake,42.3966874,-88.1836965
Framingham,42.2773177,-71.4165905
Francis Creek,44.199439,-87.7214755
Frankfort,50.1106444,8.6820917
Franklin,33.2002659,-95.2231752
Franklin                                ,33.2002659,-95.2231752
Franklin Park,41.9353084,-87.865618
Franklinville,42.3370091,-78.4580762
Franksville,42.7600188,-87.9134133
Frederick,39.415779,-77.4127562
Fredericksburg,38.3031837,-77.4605399
Fredericktown,37.5597754,-90.294007
Fredonia                                ,5.9270644,-75.6718221
Freeman,43.352487,-97.437286
Freer,27.8781306,-98.6142095
Fremont,37.5482697,-121.988571
Fremont                                 ,37.5482697,-121.988571
Friendship,42.2064566,-78.1375099
Frierson,32.2518252,-93.6899007
Friona,34.6396312,-102.72117
Fritch,35.6397656,-101.603228
Front Royal,38.9178538,-78.1917718
Fruita,39.1588697,-108.728988
Fruitland,41.3559438,-91.1294277
Fruitland                               ,41.3559438,-91.1294277
Fulton,40.4714305,-90.1845556
Fulton                                  ,40.4714305,-90.1845556
Fultonville,42.9478357,-74.3699085
Gadsden,30.5937346,-84.6389937
Gadsden                                 ,30.5937346,-84.6389937
Gaffney,35.0717945,-81.6498195
Gainesville,29.6519684,-82.3249846
Gaithersburg,39.1399187,-77.1929215
Galatia,37.8406038,-88.6092215
Galesburg,40.9475652,-90.3712169
Galion,40.733795,-82.7896471
Gallatin,37.7509507,-88.2264519
Galliano                                ,44.0160698,11.2913408
Gallipolis,38.809803,-82.2023691
Gallup,35.5283506,-108.743907
Gallup                                  ,35.5283506,-108.743907
Gansevoort,43.196027,-73.651484
Gansevoort                              ,43.196027,-73.651484
Gap,44.5612032,6.0820639
Garden City,37.9716898,-100.8726618
Garden City                             ,37.9716898,-100.8726618
Gardner,42.5763523,-71.9952737
Gardnerville,38.937887,-119.740792661501
Garland,32.912624,-96.6388833
Garner,35.7112642,-78.6141709
Garnett,38.2805772,-95.2419192
Gary,41.6020962,-87.3370646
Garyville                               ,30.0701655,-90.6301548238771
Gas City                                ,40.4880229,-85.6125667
Gassaway                                ,38.6732278,-80.7746622
Gassville                               ,36.2831238,-92.4940505
Gaston,35.2849659,-81.179014
Gastonia,35.2622654,-81.1838186
Gatesville,31.4351645,-97.743911
Gaylord,44.5530201,-94.220531
Gaylord                                 ,44.5530201,-94.220531
Geary,38.9885445,-96.7619968
Geneseo,42.795896,-77.816947
Geneva,46.2017559,6.1466014
Genoa,44.40726,8.9338624
George                                  ,30.857421,-88.6537118
George West,28.3318242,-98.1171612
Georgetown,6.8137426,-58.1624465
Georgetown                              ,6.8137426,-58.1624465
Gettysburg,39.8308973,-77.231012
Gibbon,44.5338518,-94.5263709
Gibbon                                  ,44.5338518,-94.5263709
Giddings,30.1830498,-96.9366112
Gila Bend,32.9478267,-112.716823
Gilbert,33.3527632,-111.789037
Gilberts,42.1034365,-88.3745145
Gillette,44.290635,-105.501876
Gillette                                ,44.290635,-105.501876
Gilman,41.8796611,-92.787469
Girard,37.5111596,-94.8380215
Glade Spring,36.791225,-81.7712324
Gladstone,-23.8431724,151.256132
Glasgow                                 ,55.861155,-4.2501687
Glen Burnie,39.1595439,-76.6151513655643
Glen Rose,32.2340767,-97.7550003
Glencoe,42.1350268,-87.7581188
Glendale,34.1469416,-118.2478471
Glendive,47.10529,-104.71246
Glenmont,39.06879225,-77.0446341449516
Globe,41.9903762,-71.523673
Gloucester                              ,51.8653705,-2.2458192
Glyndon,46.87524,-96.578963
Godley,41.2366987,-88.243672
Golden,39.7546349,-105.22058
Goldsboro,35.3848841,-77.9927651
Goldthwaite,31.4508098,-98.570017
Gonzales,29.4436555,-97.5108636
Gonzales                                ,29.4436555,-97.5108636
Goodfield                               ,40.6297593,-89.2748084
Goodland,39.350833,-101.710172
Goodlettsville,36.3231067,-86.7133302
Gordon,34.5019651,-84.8986308
Gordon                                  ,34.5019651,-84.8986308
Gordonsville,38.1347217,-78.1865043
Gorham,43.6797334,-70.4429592
Goshen,41.5850394,-85.8344491
Gothenburg,57.7072326,11.9670171
Gouldsboro,44.4086184,-68.0262645
Grafton,43.9702453,-71.8742626
Graham,35.359542,-83.8337785
Grain Valley,39.0187651,-94.1976452
Gramercy,40.7355189,-73.9840794
Granbury,32.4426759,-97.7870525
Grand Bay,30.4722153,-88.3465463422887
Grand Blanc                             ,42.9275277,-83.6299518
Grand Coteau,30.4199203,-92.0465087
Grand Forks,47.9252104,-97.0306325
Grand Haven,43.0630734,-86.2283864
Grand Island,40.924271,-98.338685
Grand Junction,39.0672568,-108.56448
Grand Ledge,42.7524401,-84.7463572
Grand Prairie,32.7459645,-96.9977846
Grand Rapids,42.9632425,-85.6678639
Grand Rapids                            ,42.9632425,-85.6678639
Grand Ridge                             ,41.236138,-88.8312426
Grande Prairie,55.17108,-118.7949873
Grande Prairie                          ,55.17108,-118.7949873
Grandview,38.8898478,-94.5313816
Granger,41.7610984,-93.8243925
Grangeville,45.926552,-116.122326
Granite City,38.7014389,-90.1487199
Graniteville,39.4407321,-120.7396623
Grant,40.5114735,-85.6540606
Grant Park,41.8765375,-87.6192959619763
Grantsboro,35.1406429,-76.84246
Grantsville,38.9234195,-81.0959456
Grantsville                             ,38.9234195,-81.0959456
Grassy Butte,44.0637216,-120.181396
Gray,47.4455642,5.5919867
Grayling,44.661517,-84.714637
Grayson,33.5636114,-96.6702111
Grayville,38.257547,-87.9936436
Great Falls,47.5048851,-111.29189
Great Falls                             ,47.5048851,-111.29189
Greeley,40.4233142,-104.7091322
Green Bay,44.5126379,-88.0125794
Green River,41.5290933,-109.466473
Greenbrier,37.961175,-80.450934
Greencastle,39.6444898,-86.8647316
Greene,39.8513322,-80.2466384
Greeneville,36.1631575,-82.8309861
Greeneville                             ,36.1631575,-82.8309861
Greenfield,42.5876342,-72.6002068
Greenland,77.6192349,-42.8125967
Greensboro,36.0726355,-79.7919754
Greensburg,40.3014581,-79.5389289
Greensburg                              ,40.3014581,-79.5389289
Greentown,40.478094,-85.9666534
Greenup,38.5108112,-82.9180186
Greenville,34.851354,-82.3984882
Greenville                              ,34.851354,-82.3984882
Greenwood,37.8709542,-96.2471338
Greenwood                               ,37.8709542,-96.2471338
Greer,34.9326334,-99.5435856
Grenada                                 ,12.1360374,-61.6904045
Gretna,29.9146493,-90.0539604
Griffin,33.2467807,-84.2640904
Grinnell,41.7430237,-92.7239637
Grosse Tete,30.4110276,-91.4337211
Grove Hill,31.7087681,-87.7772218
Groveport,39.8522449,-82.8868636
Grovertown,41.3750434,-86.5047339
Grovetown,33.4504157,-82.1981764
Gulfport,30.3674198,-89.0928155
Gum Spring,39.518418,-79.9103427
Gunnison,38.6476702,-107.0603126
Guntown,34.4431571,-88.6597758
Gurdon,43.7195336,6.9787811
Gurnee                                  ,42.3702996,-87.9020186
Guthrie,41.6721976,-94.4985983
Guttenberg,42.7858231,-91.0995735
Guymon,36.6828041,-101.4815493
Guyton,32.3363045,-81.3914992
Gwinn                                   ,46.2914075,-87.43780081725
HICKORY HILLS,41.7255879,-87.825055
HOMER GLEN,41.6000318,-87.9381112
Hagerstown,39.6430455,-77.7191081
Hahira,30.9913064,-83.3726575
Haines City,28.1067315,-81.6287423
Halsey,44.3796117,-123.110065
Haltom City,32.7995738,-97.2691817
Hamburg,53.550341,10.000654
Hamel,50.2806494,3.0736785
Hamilton,43.2560802,-79.8728583
Hamilton                                ,43.2560802,-79.8728583
Hammond,41.6173959,-87.5220108
Hammond                                 ,41.6173959,-87.5220108
Hampshire,51.04498135,-1.24331333011106
Hampton,37.0264414,-76.3442846
Hampton                                 ,37.0264414,-76.3442846
Hamptonville,36.0984684,-80.760345
Hamshire,29.861608,-94.3124092
Hanceville,34.0623275,-86.7627004
Hancock                                 ,40.3941712,-91.1458063
Hankamer,29.8582755,-94.6268618
Hankinson,46.069681,-96.901748
Hanna,51.6445566,-111.927479
Hanna                                   ,51.6445566,-111.927479
Hannibal,39.7082498,-91.3587413
Hannibal                                ,39.7082498,-91.3587413
Hanover,52.3744779,9.7385532
Hanover Park,41.9994722,-88.1450735
Hanson,43.6615541,-97.7945361
Hardeeville,32.2802665,-81.0726108
Hardin,30.3049642,-94.403904
Hardy,39.0040008,-78.8441276
Harford,41.764582,-72.6908547
Harlem,40.8078786,-73.9454154
Harleyville,33.2146069,-80.4478745
Harlingen,26.1907543,-97.6960599
Harpursville                            ,42.1784124,-75.6246298
Harrisburg,40.2663107,-76.8861122
Harrisburg                              ,40.2663107,-76.8861122
Harrison,32.5233959,-94.3982158
Harrisonburg,38.4493315,-78.8688833
Harrisonville,38.655124,-94.3471072
Harrisville,44.656402,-83.294689
Harrold,52.2045037,-0.633805628706387
Hart,34.3410525,-82.9503277
Hartford,41.764582,-72.6908547
Hartford                                ,41.764582,-72.6908547
Hartland,46.2999976,-67.5257163
Hartsville,36.3908826,-86.1672107
Harwood,46.979412,-96.880638
Haskell,33.1542164,-99.7199972
Haslet,32.9616819,-97.3404854176598
Hastings,50.8553888,0.5824703
Hatch                                   ,52.1169115,-0.3109762
Hattiesburg,31.3271189,-89.2903392
Hattiesburg                             ,31.3271189,-89.2903392
Haubstadt,38.2050442,-87.5741876
Haughton,53.1030117,-2.6323933
Havana                                  ,23.135305,-82.3589631
Haw River,36.091526,-79.3641862
Hawkinsville,32.2835422,-83.4667907
Hawley,46.880793,-96.316731
Hawthorne,33.9128272,-118.3426122
Hays,30.0447901,-98.0393127
Hayti                                   ,19.1399952,-72.3570972
Hayward,37.6688205,-122.080796
Hazelwood,38.7761446,-90.3715909
Hazen,47.294448,-101.622665
Hazlehurst,31.8696309,-82.5943026
Hazleton,40.9548956,-75.9769572
Headingley                              ,53.8210076,-1.5777737
Headland                                ,31.351284,-85.3421559
Hearne,30.8788819,-96.5962378
Heavener,34.8892677,-94.600781
Hebbronville,27.3103306,-98.6798475
Hebron,31.53043025,35.0879405780463
Heflin,33.6489948,-85.5874584
Heidelberg                              ,49.4093582,8.694724
Heiskell,36.081816,-84.0539821
Helena,46.5927425,-112.036277
Helper,39.6841305,-110.854605
Hemingway,33.7537774,-79.4475566
Henderson,32.182598,-95.7893178
Henderson                               ,32.182598,-95.7893178
Hendersonville,35.3187279,-82.4609528
Hennessey,36.1098677,-97.898657
Henrico,37.5131191,-77.3465081
Henrietta,33.8166258,-98.194682
Henry,41.3418549,-90.1177442
Henryetta,35.4396625,-95.9865145
Hensley,34.504406,-92.2084556469732
Hephzibah,33.3140311,-82.0967857
Herculaneum,40.8053613,14.3471036248432
Hereford,52.0553813,-2.7151735
Hereford                                ,52.0553813,-2.7151735
Hermiston,45.8404101,-119.28946
Hermitage,59.9412076,30.3154865158539
Hermleigh,32.6354615,-100.7591342
Hermosa,43.839867,-103.191374
Heron Lake,43.7949593,-95.3202763
Hershey,40.2854881,-76.6506001
Hertford                                ,36.3560545,-77.0115135
Hesston,38.1385315,-97.4314857
Hewitt                                  ,31.4623065,-97.1957023
Heyburn,42.5585202,-113.763904
Heyworth,40.313378,-88.9736633
Hialeah,25.8575963,-80.2781057
Hiawatha,42.0385304,-91.6737592
Hickory                                 ,35.7333312,-81.3442915
Hidalgo                                 ,20.5,-99
Higginsville,39.0752352,-93.7172567
High Point,35.9556924,-80.0053176
Highland,57.5066357,-5.0038367
Hillsboro,45.5228939,-122.989827
Hillsborough,27.9184543,-82.3488057
Hillsdale                               ,41.8779105,-84.5984396
Hillsville,36.7662528,-80.7370242
Hinckley,46.0113409,-92.9443707
Hinsdale,37.813681,-107.3304179
Hinton,42.626701,-96.2939254
Hinton                                  ,42.626701,-96.2939254
Hixton                                  ,44.3860141,-91.014352
Hobart,-42.8825088,147.3281233
